学段,学科,版本,册次,单元,文章
初中,八年级,英语,人教版,下册,Unit 1 What's the matter?,"Unit 1 Section B 1a-1d, Self Check"
初中,八年级,英语,人教版,下册,Unit 1 What's the matter?,Unit 1 Section B 2a-2e
初中,八年级,英语,人教版,下册,Unit 1 What's the matter?,Unit 1 Writing
初中,八年级,英语,人教版,下册,Unit 2 I'll help to clean up the city parks.,Unit 2 Section 1 1a-2d
初中,八年级,英语,人教版,下册,Unit 2 I'll help to clean up the city parks.,Unit 2 Section A 3a-3c
初中,八年级,英语,人教版,下册,Unit 2 I'll help to clean up the city parks.,Unit 2 Section A 4a-Section B 1e
初中,八年级,英语,人教版,下册,Unit 2 I'll help to clean up the city parks.,Unit 2 Section B 2a-2e
初中,八年级,英语,人教版,下册,Unit 2 I'll help to clean up the city parks.,Unit 2 Section B 3a-3b
初中,八年级,英语,人教版,下册,Unit 3  Could you please clean your room?,"Unit 3 Section A 1a-2b, 4a,4b"
初中,八年级,英语,人教版,下册,Unit 3  Could you please clean your room?,Unit 3 Section A 3a-3c
初中,八年级,英语,人教版,下册,Unit 3  Could you please clean your room?,"Unit 3 Section B 1a-1e, Self check"
初中,八年级,英语,人教版,下册,Unit 3  Could you please clean your room?,Unit 3 Section B 2a-2e
初中,八年级,英语,人教版,下册,Unit 3  Could you please clean your room?,Unit 3 Writing
初中,八年级,英语,人教版,下册,Unit 4 Why don't you talk to your parents?,Unit 4 Section A 1a-2d
初中,八年级,英语,人教版,下册,Unit 4 Why don't you talk to your parents?,Unit 4 Section A 3a-3c
初中,八年级,英语,人教版,下册,Unit 4 Why don't you talk to your parents?,"Unit 4 Section A 4a, Section B 1a-1e"
初中,八年级,英语,人教版,下册,Unit 4 Why don't you talk to your parents?,Unit 4 Section B 2a-2e
初中,八年级,英语,人教版,下册,Unit 4 Why don't you talk to your parents?,Unit 4 Section B 3a-3b
初中,八年级,英语,人教版,下册,Unit 5 What were you doing when the rainstorm came?,Unit 5 Section A 1a-2d
初中,八年级,英语,人教版,下册,Unit 5 What were you doing when the rainstorm came?,Unit 5 Section A 3a-3c
初中,八年级,英语,人教版,下册,Unit 5 What were you doing when the rainstorm came?,Unit 5 Section A 4a-Section B 1d
初中,八年级,英语,人教版,下册,Unit 5 What were you doing when the rainstorm came?,Unit 5 Section B 2a-2e
初中,八年级,英语,人教版,下册,Unit 5 What were you doing when the rainstorm came?,Unit 5 Section B 3a-3b
初中,八年级,英语,人教版,下册,Unit 6 An old man tried to move the mountains.,"Unit 6 Section A 1a-2d, 4a-4b(Period 1)"
初中,八年级,英语,人教版,下册,Unit 6 An old man tried to move the mountains.,Unit 6 Section A 3a-3c(Period 2)
初中,八年级,英语,人教版,下册,Unit 6 An old man tried to move the mountains.,Unit 6 Section B 1a-1d(Period 3)
初中,八年级,英语,人教版,下册,Unit 6 An old man tried to move the mountains.,Unit 6 Section B 2a-3b(Period 4)
初中,八年级,英语,人教版,下册,Unit 6 An old man tried to move the mountains.,Unit 6 Writing(Period 5)
初中,八年级,英语,人教版,下册,Unit 7 What's the highest mountain in the world?,Unit 7 Section A 1a-2d(Period 1)
初中,八年级,英语,人教版,下册,Unit 7 What's the highest mountain in the world?,Unit 7 Section A 3a-3c(Period 2)
初中,八年级,英语,人教版,下册,Unit 7 What's the highest mountain in the world?,Unit 7 Section B 4a-1d(Period 3)
初中,八年级,英语,人教版,下册,Unit 7 What's the highest mountain in the world?,Unit 7 Section B 2a-2e(Period 4)
初中,八年级,英语,人教版,下册,Unit 7 What's the highest mountain in the world?,Unit 7 Section B 3a-3b(Period 5)
初中,八年级,英语,人教版,下册,Unit 8 Have you read Treasure Island yet？,Unit8 Section A 1a-2d (Period 1)
初中,八年级,英语,人教版,下册,Unit 8 Have you read Treasure Island yet？,Unit8 Section A 3a-3c (Period 2)
初中,八年级,英语,人教版,下册,Unit 8 Have you read Treasure Island yet？,Unit8 Section B 1a-1d，Grammar Focus (Period 3)
初中,八年级,英语,人教版,下册,Unit 8 Have you read Treasure Island yet？,Unit8 Section B 2a-2e (Period 4)
初中,八年级,英语,人教版,下册,Unit 8 Have you read Treasure Island yet？,Unit8 Section B 3a-Self Check (Period 5)
初中,八年级,英语,人教版,下册,Unit 9 Have you ever been to a museum?,Unit 9 Section A 1a-2d
初中,八年级,英语,人教版,下册,Unit 9 Have you ever been to a museum?,Unit 9 Section A 3a-3c Self Check
初中,八年级,英语,人教版,下册,Unit 9 Have you ever been to a museum?,"Unit 9 Grammar Focus,4a-4b"
初中,八年级,英语,人教版,下册,Unit 9 Have you ever been to a museum?,Unit 9 Section B 1a-2e
初中,八年级,英语,人教版,下册,Unit 9 Have you ever been to a museum?,Unit 9 Writing
初中,八年级,英语,人教版,下册,Unit 10 I've had this bike for three years.,Unit 10 Section A 1a-2d
初中,八年级,英语,人教版,下册,Unit 10 I've had this bike for three years.,Unit 10 Section A 3a-3c
初中,八年级,英语,人教版,下册,Unit 10 I've had this bike for three years.,Unit 10 Section B 1a-1d (Period 3)
初中,八年级,英语,人教版,下册,Unit 10 I've had this bike for three years.,Unit 10 Section B 2a-2d (Period 4)
初中,八年级,英语,人教版,下册,Unit 10 I've had this bike for three years.,Unit 10 Section B 3a-3b
初中,八年级,英语,人教版,下册,写作专题,写作专题一
初中,八年级,英语,人教版,下册,写作专题,写作专题二
初中,八年级,英语,人教版,下册,写作专题,写作专题三
初中,八年级,英语,人教版,下册,写作专题,写作专题四
初中,八年级,英语,人教版,下册,写作专题,写作专题五
初中,八年级,英语,人教版,下册,写作专题,写作专题六
初中,八年级,英语,人教版,下册,完形填空专题,完形填空专题一
初中,八年级,英语,人教版,下册,完形填空专题,完形填空专题二
初中,八年级,英语,人教版,下册,语法专题,语法专题一
初中,八年级,英语,人教版,下册,语法专题,语法专题二
初中,八年级,英语,外研社版,上册,Module 1  How to learn English,M1 Unit 1 Let's try to speak English as much as possible.
初中,八年级,英语,外研社版,上册,Module 1  How to learn English,M1 Unit 2 You should smile at her!
初中,八年级,英语,外研社版,上册,Module 1  How to learn English,M1 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 2  My home town and my country,M2 Unit 1 It's taller than many other buildings.
初中,八年级,英语,外研社版,上册,Module 2  My home town and my country,M2 Unit 2 Cambridge is a beautiful city in the east of England.
初中,八年级,英语,外研社版,上册,Module 2  My home town and my country,M2 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 3  Sports,M3 Unit 1 Nothing is more enjoyable than playing tennis.
初中,八年级,英语,外研社版,上册,Module 3  Sports,M3 Unit 2 This year we are training more carefully.
初中,八年级,英语,外研社版,上册,Module 3  Sports,M3 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 4  Planes，ships and trains,M4 Unit 1 He lives the farthest from school.
初中,八年级,英语,外研社版,上册,Module 4  Planes，ships and trains,M4 Unit 2 What is the best way to travel?
初中,八年级,英语,外研社版,上册,Module 4  Planes，ships and trains,M4 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 5  Lao She Teahouse,M5 Unit 1 I wanted to see the Beijing Opera.
初中,八年级,英语,外研社版,上册,Module 5  Lao She Teahouse,M5 Unit 2 It describes the changes in Chinese society.
初中,八年级,英语,外研社版,上册,Module 5  Lao She Teahouse,M5 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 6  Animals in danger,M6 Unit 1 It allows people to get closer to them.
初中,八年级,英语,外研社版,上册,Module 6  Animals in danger,M6 Unit 2 The WWF is working hard to save them all.
初中,八年级,英语,外研社版,上册,Module 6  Animals in danger,M6 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Revision A,Revision A（1）
初中,八年级,英语,外研社版,上册,Revision A,Revision A（2）
初中,八年级,英语,外研社版,上册,Revision A,Revision A（3）
初中,八年级,英语,外研社版,上册,Module 7  A famous story,M7 Unit 1 Alice was sitting with her sister by the river.
初中,八年级,英语,外研社版,上册,Module 7  A famous story,M7 Unit 2 She was thinking about her cat.
初中,八年级,英语,外研社版,上册,Module 7  A famous story,M7 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 8  Accidents,"M8 Unit 1 While the lights were changing to red,a car suddenly appeared."
初中,八年级,英语,外研社版,上册,Module 8  Accidents,M8 Unit 2 I was trying to pick it up when it bit me again.
初中,八年级,英语,外研社版,上册,Module 8  Accidents,M8 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 9  Population,M9 Unit 1 The population of China is about 1.37 billion.
初中,八年级,英语,外研社版,上册,Module 9  Population,"M9 Unit 2 Arnwick was a city with 200,000 people."
初中,八年级,英语,外研社版,上册,Module 9  Population,M9 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 10  The weather,M10 Unit 1 It might snow.
初中,八年级,英语,外研社版,上册,Module 10  The weather,M10 Unit 2 The weather is fine all year round.
初中,八年级,英语,外研社版,上册,Module 10  The weather,M10 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 11  Way of life,"M11 Unit 1 In China,we open a gift later."
初中,八年级,英语,外研社版,上册,Module 11  Way of life,"M11 Unit 2 In England,you usually drink tea with milk."
初中,八年级,英语,外研社版,上册,Module 11  Way of life,M11 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Module 12  Help,M12 Unit 1 What should we do before help arrives?
初中,八年级,英语,外研社版,上册,Module 12  Help,M12 Unit 2 Stay away from windows and heavy furniture.
初中,八年级,英语,外研社版,上册,Module 12  Help,M12 Unit 3 Language in use
初中,八年级,英语,外研社版,上册,Revision B,Revision B（1）
初中,八年级,英语,外研社版,上册,Revision B,Revision B（2）
